,Unnamed: 0,Type,Process_Size,TDP,Die_Size,Transistors,Freq,Vendor,FP16_GFLOPS,FP32_GFLOPS,FP64_GFLOPS
2474,4666,GPU,28.0,75.0,228.0,2940.0,796,NVIDIA,,1786.0,55.82
2475,4667,GPU,14.0,15.0,,,350,Intel,921.6,460.8,115.2
2476,4668,GPU,40.0,19.0,59.0,292.0,650,AMD,,104.0,
2477,4669,GPU,14.0,295.0,495.0,12500.0,1247,AMD,25330.0,12660.0,791.6
2478,4670,GPU,40.0,35.0,104.0,716.0,725,AMD,,696.0,
2479,4671,GPU,90.0,,150.0,157.0,475,ATI,,,
2480,4672,GPU,14.0,35.0,210.0,4940.0,300,AMD,3523.0,1761.0,110.1
2481,4673,GPU,12.0,,754.0,18600.0,1275,NVIDIA,26820.0,13410.0,419.0
2482,4674,GPU,130.0,54.0,289.0,160.0,475,ATI,,,
2483,4675,GPU,65.0,75.0,324.0,754.0,500,NVIDIA,,280.0,
2484,4676,GPU,28.0,,56.0,690.0,1030,AMD,,659.2,41.2
2485,4677,GPU,150.0,,128.0,57.0,200,NVIDIA,,,
2486,4678,GPU,110.0,,154.0,146.0,300,NVIDIA,,,
2487,4679,GPU,150.0,10.0,65.0,29.0,250,NVIDIA,,,
2488,4680,GPU,28.0,250.0,601.0,8000.0,948,NVIDIA,,6844.0,213.9
2489,4681,GPU,55.0,10.0,73.0,242.0,500,ATI,,80.0,
2490,4682,GPU,28.0,,56.0,690.0,650,AMD,,448.0,
2491,4683,GPU,14.0,50.0,103.0,2200.0,1100,AMD,1211.0,1211.0,75.71
2492,4684,GPU,28.0,134.0,221.0,2540.0,980,NVIDIA,,1585.0,66.05
2493,4685,GPU,130.0,,92.0,76.0,250,ATI,,,
2494,4686,GPU,80.0,44.0,131.0,330.0,600,ATI,,,
2495,4687,GPU,150.0,10.0,91.0,45.0,250,NVIDIA,,,
2496,4688,GPU,28.0,190.0,366.0,5000.0,918,AMD,3290.0,3290.0,205.6
2497,4689,GPU,40.0,150.0,334.0,2154.0,700,AMD,,2016.0,403.2
2498,4690,GPU,40.0,100.0,520.0,3000.0,450,NVIDIA,,691.2,
2499,4691,GPU,40.0,100.0,332.0,1950.0,575,NVIDIA,,883.2,73.6
2500,4692,GPU,16.0,80.0,200.0,4400.0,1063,NVIDIA,59.2,3789.0,118.4
2501,4693,GPU,14.0,15.0,,,350,Intel,921.6,460.8,115.2
2502,4694,GPU,14.0,15.0,,,300,Intel,345.6,172.8,43.2
2503,4695,GPU,16.0,250.0,471.0,11800.0,1405,NVIDIA,189.8,12150.0,379.7
2504,4696,GPU,40.0,150.0,389.0,2640.0,725,AMD,,1856.0,464.0
2505,4697,GPU,14.0,120.0,232.0,5700.0,926,AMD,4940.0,4940.0,308.7
2506,4698,GPU,28.0,,125.0,1550.0,925,AMD,721.9,721.9,45.12
2507,4699,GPU,14.0,15.0,,,350,Intel,364.8,182.4,45.6
2508,4700,GPU,8.0,350.0,628.0,28300.0,1365,NVIDIA,34100.0,34100.0,532.8
2509,4701,GPU,40.0,18.0,75.0,450.0,276,AMD,,44.16,
2510,4702,GPU,55.0,188.0,470.0,1400.0,610,NVIDIA,,622.1,77.76
2511,4703,GPU,65.0,34.0,144.0,314.0,450,NVIDIA,,35.2,
2512,4704,GPU,110.0,18.0,110.0,75.0,275,NVIDIA,,,
2513,4705,GPU,40.0,75.0,389.0,2640.0,600,AMD,,614.4,153.6
2514,4706,GPU,110.0,,156.0,120.0,400,ATI,,,
2515,4707,GPU,40.0,17.0,59.0,292.0,500,ATI,,80.0,
2516,4708,GPU,150.0,,91.0,45.0,250,NVIDIA,,,
2517,4709,GPU,65.0,75.0,324.0,754.0,550,NVIDIA,,352.0,
2518,4710,GPU,110.0,49.0,240.0,160.0,400,ATI,,,
2519,4711,GPU,40.0,75.0,118.0,716.0,800,AMD,,768.0,
2520,4712,GPU,28.0,170.0,294.0,3540.0,915,NVIDIA,,2634.0,109.8
2521,4713,GPU,28.0,20.0,85.0,11.0,660,NVIDIA,,,
2522,4714,GPU,40.0,25.0,57.0,260.0,589,NVIDIA,,44.86,
2523,4715,GPU,40.0,25.0,57.0,260.0,589,NVIDIA,,44.86,
2524,4716,GPU,80.0,10.0,127.0,210.0,400,NVIDIA,,12.8,
2525,4717,GPU,150.0,,101.0,36.0,300,NVIDIA,,,
2526,4718,GPU,130.0,,289.0,160.0,450,ATI,,,
2527,4719,GPU,65.0,75.0,324.0,754.0,600,NVIDIA,,384.0,
2528,4720,GPU,80.0,40.0,127.0,210.0,580,NVIDIA,,44.8,
2529,4721,GPU,40.0,20.0,79.0,292.0,523,NVIDIA,,100.4,8.368
2530,4722,GPU,80.0,,73.0,120.0,400,ATI,,,
2531,4723,GPU,28.0,150.0,212.0,2800.0,950,AMD,,2432.0,152.0
2532,4724,GPU,16.0,105.0,314.0,7200.0,1202,NVIDIA,82.88,5304.0,165.8
2533,4725,GPU,180.0,,,10.0,125,Other,,,
2534,4726,GPU,28.0,15.0,116.0,585.0,625,NVIDIA,,240.0,20.0
2535,4727,GPU,28.0,300.0,561.0,7100.0,562,NVIDIA,,4113.0,1371.0
2536,4728,GPU,14.0,120.0,232.0,5700.0,926,AMD,4322.0,4322.0,270.1
2537,4729,GPU,40.0,150.0,332.0,1950.0,810,NVIDIA,,1089.0,90.72
2538,4730,GPU,65.0,20.0,162.0,282.0,450,NVIDIA,,35.2,
2539,4731,GPU,180.0,15.0,112.0,14.0,166,Other,,,
2540,4732,GPU,65.0,14.0,144.0,314.0,450,NVIDIA,,35.2,
2541,4733,GPU,28.0,130.0,294.0,3540.0,823,NVIDIA,,2046.0,85.25
2542,4734,GPU,14.0,15.0,,,300,Intel,1331.0,665.6,166.4
2543,4735,GPU,55.0,640.0,470.0,1400.0,648,NVIDIA,,622.1,77.76
2544,4736,GPU,14.0,75.0,132.0,3300.0,1152,NVIDIA,30.98,1983.0,61.97
2545,4737,GPU,10.0,30.0,77.0,,900,Intel,3968.0,1984.0,496.0
2546,4738,GPU,90.0,21.0,81.0,112.0,550,NVIDIA,,,
2547,4739,GPU,55.0,,67.0,181.0,500,ATI,,40.0,
2548,4740,GPU,40.0,18.0,75.0,450.0,276,AMD,,44.16,
2549,4741,GPU,90.0,,100.0,107.0,450,ATI,,,
2550,4742,GPU,12.0,50.0,200.0,4700.0,1395,NVIDIA,6390.0,3195.0,99.84
2551,4743,GPU,180.0,,64.0,20.0,200,NVIDIA,,,
2552,4744,GPU,40.0,39.0,104.0,627.0,650,AMD,,520.0,
2553,4745,GPU,28.0,75.0,77.0,950.0,1000,AMD,,806.4,50.4
2554,4746,GPU,28.0,148.0,398.0,5200.0,1050,NVIDIA,,3920.0,122.5
2555,4747,GPU,90.0,13.0,,,500,Intel,,,
2556,4748,GPU,8.0,300.0,628.0,28300.0,1305,NVIDIA,37740.0,37740.0,1179.0
2557,4749,GPU,65.0,40.0,86.0,210.0,550,NVIDIA,,22.4,
2558,4750,GPU,55.0,50.0,121.0,314.0,550,NVIDIA,,89.6,
2559,4751,GPU,90.0,24.0,125.0,177.0,350,NVIDIA,,,
2560,4752,GPU,28.0,15.0,116.0,585.0,775,NVIDIA,,297.6,24.8
2561,4753,GPU,32.0,,131.0,504.0,350,Intel,,76.8,
2562,4754,GPU,40.0,70.0,238.0,1170.0,720,NVIDIA,,414.7,34.56
2563,4755,GPU,55.0,110.0,256.0,956.0,575,ATI,,736.0,147.2
2564,4756,GPU,28.0,15.0,116.0,585.0,625,NVIDIA,,240.0,20.0
2565,4757,GPU,14.0,6.0,,,500,Intel,,96.0,24.0
2566,4758,GPU,65.0,125.0,324.0,754.0,600,NVIDIA,,336.0,
2567,4759,GPU,130.0,,92.0,76.0,320,ATI,,,
2568,4760,GPU,150.0,,215.0,110.0,297,ATI,,,
2569,4761,GPU,40.0,27.0,67.0,370.0,750,AMD,,240.0,
2570,4762,GPU,28.0,50.0,228.0,2940.0,872,NVIDIA,,2195.0,68.61
2571,4763,GPU,65.0,,85.0,180.0,500,ATI,,40.0,
2572,4764,GPU,16.0,150.0,359.0,7000.0,1172,AMD,6001.0,6001.0,
2573,4765,GPU,90.0,10.0,81.0,112.0,300,NVIDIA,,,
2574,4766,GPU,65.0,45.0,153.0,390.0,800,ATI,,192.0,
2575,4767,GPU,12.0,50.0,200.0,4700.0,1035,NVIDIA,4915.0,2458.0,76.8
2576,4768,GPU,28.0,65.0,118.0,1270.0,1058,NVIDIA,,812.5,33.86
2577,4769,GPU,40.0,49.0,116.0,585.0,700,NVIDIA,,268.8,22.4
2578,4770,GPU,110.0,,222.0,198.0,450,NVIDIA,,,
2579,4771,GPU,65.0,20.0,85.0,180.0,525,ATI,,42.0,
2580,4772,GPU,7.0,150.0,251.0,10300.0,1130,AMD,12780.0,6390.0,399.4
2581,4773,GPU,28.0,195.0,294.0,3540.0,1006,NVIDIA,,3250.0,135.4
2582,4774,GPU,130.0,,281.0,160.0,450,ATI,,,
2583,4775,GPU,12.0,110.0,545.0,13600.0,1035,NVIDIA,18980.0,9492.0,296.6
2584,4776,GPU,28.0,225.0,294.0,3540.0,745,NVIDIA,,2289.0,95.36
2585,4777,GPU,7.0,15.0,156.0,9800.0,400,AMD,1792.0,896.0,56.0
2586,4778,GPU,55.0,,73.0,242.0,550,ATI,,88.0,
2587,4779,GPU,130.0,,207.0,135.0,275,NVIDIA,,,
2588,4780,GPU,150.0,,83.0,60.0,260,ATI,,,
2589,4781,GPU,12.0,175.0,232.0,5700.0,1469,AMD,7119.0,7119.0,445.0
2590,4782,GPU,40.0,44.0,104.0,716.0,650,AMD,,624.0,
2591,4783,GPU,28.0,50.0,148.0,1870.0,1033,NVIDIA,,793.3,24.79
2592,4784,GPU,150.0,28.0,97.0,36.0,250,ATI,,,
2593,4785,GPU,80.0,,100.0,107.0,635,ATI,,,
2594,4786,GPU,55.0,108.0,470.0,1400.0,600,NVIDIA,,462.3,57.79
2595,4787,GPU,32.0,35.0,246.0,1303.0,533,AMD,,480.8,
2596,4788,GPU,32.0,,149.0,624.0,850,Intel,,259.2,
2597,4789,GPU,40.0,39.0,104.0,627.0,550,AMD,,352.0,
2598,4790,GPU,14.0,35.0,103.0,2200.0,1124,AMD,1248.0,1248.0,78.02
2599,4791,GPU,14.0,50.0,132.0,3300.0,1557,NVIDIA,38.57,2468.0,77.14
2600,4792,GPU,12.0,250.0,754.0,18600.0,1350,NVIDIA,26900.0,13450.0,420.2
2601,4793,GPU,40.0,60.0,118.0,716.0,650,AMD,,624.0,
2602,4794,GPU,90.0,75.0,196.0,278.0,425,NVIDIA,,,
2603,4795,GPU,40.0,35.0,116.0,585.0,740,NVIDIA,,284.2,23.68
2604,4796,GPU,8.0,220.0,392.0,17400.0,1500,NVIDIA,20310.0,20310.0,317.4
2605,4797,GPU,28.0,33.0,87.0,1020.0,719,NVIDIA,,552.2,23.01
2606,4798,GPU,12.0,18.0,200.0,4700.0,420,NVIDIA,5107.0,2554.0,79.8
2607,4799,GPU,28.0,55.0,123.0,1500.0,800,AMD,,819.2,51.2
2608,4800,GPU,130.0,,121.0,80.0,275,NVIDIA,,,
2609,4801,GPU,150.0,,124.0,45.0,275,NVIDIA,,,
2610,4802,GPU,14.0,35.0,123.0,3000.0,850,AMD,1858.0,1858.0,116.1
2611,4803,GPU,14.0,47.0,132.0,3300.0,1354,NVIDIA,22.27,1425.0,44.54
2612,4804,GPU,40.0,14.0,57.0,260.0,625,NVIDIA,,48.96,
2613,4805,GPU,80.0,20.0,169.0,289.0,575,NVIDIA,,73.6,
2614,4806,GPU,40.0,23.0,100.0,486.0,450,NVIDIA,,91.2,
2615,4807,GPU,28.0,45.0,118.0,1270.0,549,NVIDIA,,421.6,17.57
2616,4808,GPU,40.0,14.0,104.0,716.0,450,AMD,,440.0,
2617,4809,GPU,40.0,20.0,57.0,260.0,500,NVIDIA,,34.24,
2618,4810,GPU,14.0,130.0,232.0,5700.0,1188,AMD,,5728.0,358.0
2619,4811,GPU,40.0,204.0,529.0,3100.0,574,NVIDIA,,1028.0,513.9
2620,4812,GPU,28.0,33.0,,,1072,NVIDIA,,903.2,28.22
2621,4813,GPU,90.0,,81.0,112.0,450,NVIDIA,,,
2622,4814,GPU,28.0,100.0,398.0,5200.0,975,NVIDIA,,2995.0,93.6
2623,4815,GPU,65.0,13.0,,,640,Intel,,102.4,
2624,4816,GPU,65.0,12.0,144.0,314.0,580,NVIDIA,,44.8,
2625,4817,GPU,130.0,,76.0,60.0,250,ATI,,,
2626,4818,GPU,40.0,14.0,57.0,260.0,606,NVIDIA,,38.78,
2627,4819,GPU,28.0,33.0,,,1029,NVIDIA,,863.2,26.98
2628,4820,GPU,28.0,,77.0,950.0,775,AMD,,633.6,
2629,4821,GPU,40.0,900.0,529.0,3100.0,574,NVIDIA,,1028.0,513.9
2630,4822,GPU,55.0,32.0,67.0,181.0,800,ATI,,64.0,
2631,4823,GPU,90.0,,,,425,NVIDIA,,,
2632,4824,GPU,55.0,59.0,146.0,514.0,750,ATI,,480.0,
2633,4825,GPU,65.0,20.0,85.0,180.0,519,ATI,,41.52,
2634,4826,GPU,150.0,47.0,215.0,117.0,380,ATI,,,
2635,4827,GPU,28.0,,56.0,690.0,750,AMD,,528.0,33.0
2636,4828,GPU,28.0,,56.0,690.0,955,AMD,,791.0,49.44
2637,4829,GPU,40.0,19.0,59.0,292.0,650,AMD,,104.0,
2638,4830,GPU,14.0,50.0,103.0,2200.0,1100,AMD,1505.0,1505.0,94.08
2639,4831,GPU,28.0,35.0,118.0,1270.0,850,NVIDIA,,326.4,13.6
2640,4832,GPU,65.0,60.0,240.0,505.0,600,NVIDIA,,192.0,
2641,4833,GPU,28.0,375.0,352.0,4313.0,950,AMD,,4096.0,1024.0
2642,4834,GPU,150.0,,81.0,36.0,200,ATI,,,
2643,4835,GPU,150.0,,65.0,29.0,275,NVIDIA,,,
2644,4836,GPU,14.0,300.0,495.0,12500.0,1400,AMD,24580.0,12290.0,768.0
2645,4837,GPU,28.0,110.0,221.0,2540.0,928,NVIDIA,,1425.0,59.39
2646,4838,GPU,130.0,,287.0,222.0,350,NVIDIA,,,
2647,4839,GPU,28.0,55.0,123.0,1500.0,925,AMD,,1184.0,74.0
2648,4840,GPU,12.0,65.0,445.0,10800.0,1005,NVIDIA,11980.0,5990.0,187.2
2649,4841,GPU,130.0,100.0,287.0,222.0,400,NVIDIA,,,
2650,4842,GPU,180.0,,,10.0,125,Other,,,
2651,4843,GPU,55.0,,256.0,956.0,550,ATI,,880.0,176.0
2652,4844,GPU,40.0,150.0,334.0,2154.0,700,ATI,,2016.0,403.2
2653,4845,GPU,40.0,20.0,80.0,10.0,416,NVIDIA,,,
2654,4846,GPU,28.0,21.0,68.0,302.0,550,NVIDIA,,,
2655,4847,GPU,130.0,,,25.0,200,Other,,,
2656,4848,GPU,150.0,,124.0,45.0,200,NVIDIA,,,
2657,4849,GPU,40.0,75.0,332.0,1950.0,450,NVIDIA,,432.0,36.0
2658,4850,GPU,90.0,7.0,,,250,Intel,,,
2659,4851,GPU,40.0,23.0,100.0,486.0,500,NVIDIA,,52.8,
2660,4852,GPU,150.0,,65.0,29.0,250,NVIDIA,,,
2661,4853,GPU,65.0,,86.0,210.0,540,NVIDIA,,20.8,
